tweetId,isRetweet,time,text,replies,retweets,likes,entries,query_keywords,hashtags,urls,photos,videos
1247854575610023936,False,2020-04-08 19:51:29,"#covid19, #uae കോവിഡ്-19ഉം യു.എ.ഇ പ്രവാസികളും http://www.madhyamam.com/node/673094 ",0,0,0,"{'hashtags': ['#covid19', '#uae'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,"['#covid19', '#uae']",[],[],[]
1247854574523895808,False,2020-04-08 19:51:29,"
#COVID19 : @INAIL sospensione termini di #prescrizione e #decadenza, #tuteladacoronavirus

http://bit.ly/2JPtrSY pic.twitter.com/gnuu1tzmla",0,0,0,"{'hashtags': ['#COVID19', '#prescrizione', '#decadenza', '#tuteladacoronavirus'], 'urls': ['http://bit.ly/2JPtrSY'], 'photos': ['https://pbs.twimg.com/media/EVEh4s0XsAE_6bC.jpg'], 'videos': []}",#Covid19,"['#COVID19', '#prescrizione', '#decadenza', '#tuteladacoronavirus']",['http://bit.ly/2JPtrSY'],['https://pbs.twimg.com/media/EVEh4s0XsAE_6bC.jpg'],[]
1247854574414643201,False,2020-04-08 19:51:29,"#COVID19 updates, April 8:
- Global death toll exceeds 82,000, cases top 1.4 mln
- Australian health minister makes plea for people to maintain social distancing
- More countries, cities make wearing masks mandatory http://xhne.ws/JCuP4 pic.twitter.com/AqSJdf3Fib",0,0,0,"{'hashtags': ['#COVID19'], 'urls': ['http://xhne.ws/JCuP4'], 'photos': ['https://pbs.twimg.com/media/EVFFHpLUcAAB7Z8.jpg', 'https://pbs.twimg.com/media/EVFFHpAUwAEUgVs.jpg', 'https://pbs.twimg.com/media/EVFFHpHU8AEvKT_.jpg'], 'videos': []}",#Covid19,['#COVID19'],['http://xhne.ws/JCuP4'],"['https://pbs.twimg.com/media/EVFFHpLUcAAB7Z8.jpg', 'https://pbs.twimg.com/media/EVFFHpAUwAEUgVs.jpg', 'https://pbs.twimg.com/media/EVFFHpHU8AEvKT_.jpg']",[]
1247854571554246656,False,2020-04-08 19:51:28,"Charlotte is no longer suffering. She is seizure-free forever. Thank you so much for all of your love. Please respect their privacy at this time.

Suspected cause #Covid19
#Charlottesweb
#CBD pic.twitter.com/y0ZqOk6sFk",0,0,0,"{'hashtags': ['#Covid19', '#Charlottesweb', '#CBD'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFGsSXYAE6v8S.jpg'], 'videos': []}",#Covid19,"['#Covid19', '#Charlottesweb', '#CBD']",[],['https://pbs.twimg.com/media/EVFFGsSXYAE6v8S.jpg'],[]
1247854571394928646,False,2020-04-08 19:51:28,"This. People are taking about him like he's a fucking martyr, when in reality he recklessly exposed himself to people he *knew* had #COVID19.

During the election the media called Corbyn's following a cult, now the same newspapers are out-right telling us to pray for him.  https://twitter.com/jonlis1/status/1247641125273374722 …",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,['#COVID19'],[],[],[]
1247854568853188609,False,2020-04-08 19:51:27,"Now more than ever. 

#CHW #HealthcareHeroes  are putting themselves on the line to fight #COVID19, but too often without critical safety gear.

It's because they're not in the room when decisions are made.

Let's change that - join us.

#WHWW #CHWAdvocates #COVID19 #PPEforALL https://twitter.com/chw_impact/status/1247848720688971776 …",0,0,0,"{'hashtags': ['#CHW', '#HealthcareHeroes', '#COVID19', '#WHWW', '#CHWAdvocates', '#COVID19', '#PPEforALL', '#CHWs', '#CHWs', '#communityhealthworkers', '#CHWAdvocates', '#CHW', '#WHWW'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,"['#CHW', '#HealthcareHeroes', '#COVID19', '#WHWW', '#CHWAdvocates', '#COVID19', '#PPEforALL', '#CHWs', '#CHWs', '#communityhealthworkers', '#CHWAdvocates', '#CHW', '#WHWW']",[],[],[]
1247854567901052928,False,2020-04-08 19:51:27,"A cumulative total of 1,672 citizens have so far successfully completed the 14 days quarantine period.#COVID19

Dr Chitalu Chilufya

#MinistryofHealth",0,0,0,"{'hashtags': ['#COVID19', '#MinistryofHealth'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,"['#COVID19', '#MinistryofHealth']",[],[],[]
1247854567062192128,False,2020-04-08 19:51:27,"En breus minuts, podreu escoltar-me a @AlrasAPunt parlant amb @Jessica_Crespo1 sobre com @MSF_Espana està col·laborant amb les autoritats sanitàries en la gestió d'aquesta crisi de #COVID19.

Sintonitza @apunt_media https://apuntmedia.es/va/directe/radio …",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': [], 'videos': []}",#Covid19,['#COVID19'],[],[],[]
1247854566294650880,False,2020-04-08 19:51:27,"DIRECTO #COVID19

María José Sierra asegura que la falta de datos sobre las UCI de hoy se debe a un tema de organización, no a un repunte de casos https://bit.ly/2JUCmSN pic.twitter.com/HHsuZAF7qw",0,0,0,"{'hashtags': ['#COVID19'], 'urls': ['https://bit.ly/2JUCmSN'], 'photos': ['https://pbs.twimg.com/media/EVFFGU4XQAE141n.jpg'], 'videos': []}",#Covid19,['#COVID19'],['https://bit.ly/2JUCmSN'],['https://pbs.twimg.com/media/EVFFGU4XQAE141n.jpg'],[]
1247854566118432768,False,2020-04-08 19:51:27,https://www.youtube.com/watch?v=Q_cvN06SEyM …  Once Upon a Time in America Deborah's Theme CORONA VIRUS QUARANTENA GIORNO 15 - Tema di Deborah - C'era una Volta in America 28_03_20   #COVID19 #Morricone #QuarantineMusic  by Jacopo Mastrangelo pic.twitter.com/xYZvnA7ima,0,0,0,"{'hashtags': ['#COVID19', '#Morricone', '#QuarantineMusic'], 'urls': ['https://www.youtube.com/watch?v=Q_cvN06SEyM'], 'photos': ['https://pbs.twimg.com/media/EVFEvYQXQAIei3e.jpg'], 'videos': []}",#Covid19,"['#COVID19', '#Morricone', '#QuarantineMusic']",['https://www.youtube.com/watch?v=Q_cvN06SEyM'],['https://pbs.twimg.com/media/EVFEvYQXQAIei3e.jpg'],[]
1247854565950722050,False,2020-04-08 19:51:27,"Interested to see if this comes down as lockdown continues - for now, 68% of people think the economic impact of #COVID19 measures is worth it, according to overnight ⁦@PortlandComms⁩ poll pic.twitter.com/XUv0HiWQDq",0,0,0,"{'hashtags': ['#COVID19'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFHK-XQAAe0cu.jpg'], 'videos': []}",#Covid19,['#COVID19'],[],['https://pbs.twimg.com/media/EVFFHK-XQAAe0cu.jpg'],[]
1247854565392814083,False,2020-04-08 19:51:27," @RealMattLucas showing  of social media. He’s gone viral with his ‘Baked Potato’ social distancing song.
More importantly, now it’s entering the charts, he’s donating all proceeds to #FeedNHS - which provides meals to #COVID19 critical care staff.  

#SocialMediaMarketing pic.twitter.com/ZSKAlWRqvF",0,0,0,"{'hashtags': ['#FeedNHS', '#COVID19', '#SocialMediaMarketing'], 'urls': [], 'photos': ['https://pbs.twimg.com/media/EVFFGyxXYAEvauZ.jpg'], 'videos': []}",#Covid19,"['#FeedNHS', '#COVID19', '#SocialMediaMarketing']",[],['https://pbs.twimg.com/media/EVFFGyxXYAEvauZ.jpg'],[]
